"","First.Name","Last.Name","Age","Rank","Classification","Date.of.Incident","Date.of.Death","Cause.Of.Death","Nature.Of.Death","Duty","Activity","Emergency","Property.Type","Year"
"153","Brian","Fahey",46,"Firefighter 1st Grade","Career","Jun 17, 2001","Jun 17, 2001","Impact","Suffocation","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"154","John","Downing",40,"Firefighter 1st Grade","Career","Jun 17, 2001","Jun 17, 2001","Impact","Trauma","On-Scene Fire","Ventilation","Yes","Store/Office"," 2001"
"155","Harry","Ford",50,"Firefighter 1st Grade","Career","Jun 17, 2001","Jun 17, 2001","Impact","Trauma","On-Scene Fire","Ventilation","Yes","Store/Office"," 2001"
"156","Jeremy","Chandler",27,"Firefighter","Volunteer","Jun 18, 2001","Jun 18, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Outdoor Property"," 2001"
"157","James","Clingenpeel",38,"Captain","Volunteer","Jun 10, 2001","Jun 20, 2001","Stress/Overexertion","Heart Attack","Training","Water Supply","No","Street/Road"," 2001"
"158","Jack","Fowler, Jr.",46,"Fire Chief","Career","Jun 24, 2001","Jun 24, 2001","Impact","Trauma","Training","Personal Vehicle Driver/Passenger","No","Street/Road"," 2001"
"159","Thomas","Johnson",47,"Forestry Officer","Wildland Full-Time","Jul 26, 1995","Jun 28, 2001","Other","Other","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2001"
"160","Joseph","Vargason",69,"Fire-Police Officer","Volunteer","Jun 30, 2001","Jun 30, 2001","Impact","Trauma","On-Scene Fire","Support","Yes","Street/Road"," 2001"
"161","Thomas","Craven",30,"Squad Boss","Career","Jul 10, 2001","Jul 10, 2001","Trapped","Suffocation","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"162","Karen","Fitzpatrick",18,"Firefighter","Career","Jul 10, 2001","Jul 10, 2001","Trapped","Suffocation","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"163","Devin","Weaver",21,"Firefighter","Career","Jul 10, 2001","Jul 10, 2001","Trapped","Suffocation","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"164","Jessica","Johnson",19,"Firefighter","Career","Jul 10, 2001","Jul 10, 2001","Trapped","Suffocation","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"165","Douglas","Gilbert",52,"Pilot","Career","Jul 10, 2001","Jul 10, 2001","Impact","Trauma","On-Scene Fire","Vehicle Driver","Yes","Outdoor Property"," 2001"
"166","Cynthia","Verburg",47,"Firefighter-EMT","Career","Jul 10, 2001","Jul 10, 2001","Impact","Trauma","On-Duty","Support","No","Street/Road"," 2001"
"167","Jeffrey","Chavis",22,"Firefighter","Career","Jun 16, 2001","Jul 12, 2001","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2001"
"168","Eddie","Mathis",45,"Lieutenant","Volunteer","Jul 16, 2001","Jul 16, 2001","Impact","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2001"
"169","Jeffrey","White",26,"Captain","Volunteer","Jul 17, 2001","Jul 19, 2001","Fall","Trauma","On-Duty","Support","No","Outdoor Property"," 2001"
"170","Donald","Myrick",49,"Firefighter","Volunteer","Jul 22, 2001","Jul 22, 2001","Impact","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Residential"," 2001"
"171","William","Karnes",45,"Firefighter","Volunteer","Jul 23, 2001","Jul 23, 2001","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property"," 2001"
"172","Kirk","Schafer",36,"Firefighter","Career","Jul 26, 2001","Jul 27, 2001","Impact","Trauma","On-Duty","In-Station Duties","No","Store/Office"," 2001"
"173","Lazaro","Martinez",70,"Firefighter","Volunteer","Jul 28, 2001","Jul 28, 2001","Stress/Overexertion","Heart Attack","Training","Support","No","N/A"," 2001"
"174","Ralph","Blackmar",66,"Firefighter","Volunteer","Aug 1, 2001","Aug 1, 2001","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Street/Road","2001"
"175","James","Pelton",58,"Fire Chief","Career","Aug 10, 2001","Aug 10, 2001","Impact","Trauma","On-Duty","Personal Vehicle Driver/Passenger","No","Street/Road"," 2001"
"176","Ronald","Kreamer",34,"Firefighter","Volunteer","Aug 13, 2001","Aug 13, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Salvage and Overhaul","Yes","Residential"," 2001"
"177","Richard ","Shoaf Jr.",43,"Firefighter/EMT","Volunteer","Aug 18, 2001","Aug 18, 2001","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Store/Office"," 2001"
"178","John","Hazlett",52,"Firefighter","Volunteer","Aug 19, 2001","Aug 19, 2001","Impact","Trauma","On-Duty","Vehicle Driver","No","Street/Road"," 2001"
"179","Lawrence","Groff",55,"Airtanker Pilot","Career","Aug 27, 2001","Aug 27, 2001","Impact","Trauma","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"180","Lars","Stratte",45,"Airtanker Pilot","Career","Aug 27, 2001","Aug 27, 2001","Impact","Trauma","On-Scene Fire","Other","Yes","Outdoor Property"," 2001"
"181","Michael","Gorumba",27,"Firefighter","Career","Aug 28, 2001","Aug 28, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Industrial"," 2001"
"182","Darryl","Dzugen",36,"Captain","Career","Aug 29, 2001","Aug 29, 2001","Stress/Overexertion","Heart Attack","Response","Fitness Activity","Yes","Outdoor Property"," 2001"
"183","Richard","Hernandez",37,"Pilot (Contract)","Career","Aug 31, 2001","Aug 31, 2001","Vehicle Collision","Trauma","On-Scene Fire","Vehicle Driver","No","Outdoor Property"," 2001"
"184","Santi","Arovitx",28,"Co-Pilot (Contract)","Career","Aug 31, 2001","Aug 31, 2001","Vehicle Collision","Trauma","On-Scene Fire","Vehicle Driver","No","Outdoor Property"," 2001"
"185","Kip","Krigbaum",45,"Crew Chief (Contract)","Career","Aug 31, 2001","Aug 31, 2001","Vehicle Collision","Trauma","On-Scene Fire","Vehicle Passenger","No","Outdoor Property"," 2001"
"186","David","Rendek, Jr.",24,"Firefighter","Career","Sep 3, 2001","Sep 3, 2001","Impact","Trauma","On-Scene Fire","Support","Yes","Outdoor Property","2001"
"187","William","Bennett",49,"Chief","Volunteer","Sep 4, 2001","Sep 4, 2001","Impact","Trauma","Response","Vehicle Driver","Yes","Street/Road","2001"
"188","Robert","Augustyn",57,"Lieutenant","Career","Sep 7, 2001","Sep 7, 2001","Impact","Trauma","Response","Other","Yes","Street/Road","2001"
"189","Allan","Marriott",46,"Firefighter/Engineer","Volunteer","Sep 8, 2001","Sep 8, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Outdoor Property","2001"
"190","Peter","Brennan",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"191","Michael","Brennan",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"192","Edward","D'Atri",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"193","James","Corrigan",NA,"Fire Safety Director","Industrial","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"194","Philip","Hayes",NA,"Deputy Fire Safety Director","Industrial","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"195","Joseph","Agnello",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"196","Brian","Ahearn",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"197","Richard","Allen",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"198","Eric","Allen",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"199","James","Amato",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"200","Calixto","Anaya Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"201","Joseph","Angelini Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"202","Joseph","Angelini, Sr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"203","Faustino","Apostol Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"204","David","Arce",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"205","Louis","Arena",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"206","Carl","Asaro",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"207","Gregg","Atlas",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"208","Gerald","Atwood",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"209","Gerard","Baptiste",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"210","Gerard","Barbara",NA,"Assistant Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"211","Matthew","Barnes",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"212","Arthur","Barry",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"213","Steven","Bates",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"214","Carl","Bedigian",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"215","Stephen","Belson",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"216","John","Bergin",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"217","Paul","Beyer",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"218","Peter","Bielfeld",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"219","Brian","Bilcher",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"220","Carl","Bini",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"221","Christopher","Blackwell",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"222","Michael","Bocchino",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"223","Frank","Bonomo",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"224","Gary","Box",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"225","Michael","Boyle",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"226","Kevin","Bracken",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"227","Daniel","Brethel",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"228","Patrick","Brown",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"229","Andrew","Brunn",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"230","Vincent","Brunton",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"231","Ronald","Bucca",NA,"Fire Marshal","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"232","Greg","Buck",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"233","William","Burke Jr.",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"234","Donald","Burns",NA,"Assistant Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"235","John","Burnside",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"236","Thomas","Butler",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"237","Patrick","Byrne",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"238","George","Cain",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"239","Salvatore","Calabro",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"240","Frank","Callahan",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"241","Michael","Cammarata",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"242","Brian","Cannizzaro",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"243","Dennis","Carey",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"244","Michael","Carlo",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"245","Michael","Carroll",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"246","Peter","Carroll",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"247","Thomas","Casoria",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"248","Michael","Cawley",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"249","Vernon","Cherry",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"250","Nicholas","Chiofalo",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"251","John","Chipura",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"252","Michael","Clarke",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"253","Steven","Coakley",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"254","Tarel","Coleman",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"255","John","Collins",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"256","Robert","Cordice",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"257","Ruben","Correa",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"258","James","Coyle",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"259","Robert","Crawford",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"260","John","Crisci",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"261","Dennis","Cross",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"262","Thomas","Cullen, III",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
